"V1" "V2"
"30998" "HMDB0039844" "LMFA06000131"
"31302" "HMDB0040152" "LMFA05000539"
"31313" "HMDB0040166" "LMFA07010212"
"31339" "HMDB0040195" "LMFA07010447"
"31353" "HMDB0040209" "LMFA07010434"
"31355" "HMDB0040211" "LMFA07010436"
"31356" "HMDB0040212" "LMFA07010178"
"31357" "HMDB0040213" "LMFA07010643"
"31359" "HMDB0040215" "LMFA07010181"
"31365" "HMDB0040221" "LMFA07010574"
"31391" "HMDB0040247" "LMFA06000065"
"31396" "HMDB0040252" "LMFA07010566"
"31407" "HMDB0040266" "LMFA07010200"
"31412" "HMDB0040271" "LMFA06000004"
"31442" "HMDB0040304" "LMPK12110937"
"31444" "HMDB0040306" "LMPK12120119"
"31459" "HMDB0040321" "LMPK12110076"
"31460" "HMDB0040322" "LMPK12110077"
"31461" "HMDB0040323" "LMPK12110078"
"31467" "HMDB0040329" "LMFA01050032"
"31482" "HMDB0040344" "LMPK12113005"
"31524" "HMDB0040392" "LMFA07010677"
"31557" "HMDB0040430" "LMFA07010676"
"31593" "HMDB0040470" "LMPK12140560"
"31604" "HMDB0040481" "LMPK12110938"
"31626" "HMDB0040503" "LMPK12140143"
"31650" "HMDB0040527" "LMFA11000320"
"31699" "HMDB0040581" "LMFA05000135"
"31715" "HMDB0040598" "LMFA01020194"
"31789" "HMDB0040673" "LMPK12111521"
"31790" "HMDB0040674" "LMPK12111520"
"31791" "HMDB0040675" "LMPK12111522"
"31838" "HMDB0040723" "LMPR0103330002"
"31839" "HMDB0040724" "LMPK12111455"
"31919" "HMDB0040809" "LMPK12140453"
"31923" "HMDB0040813" "LMPK12112394"
"31945" "HMDB0040835" "LMPK12110935"
"31946" "HMDB0040836" "LMPK12140479"
"31947" "HMDB0040837" "LMPK12112721"
"31952" "HMDB0040842" "LMPK12112160"
"31983" "HMDB0040873" "LMPK12110173"
"32010" "HMDB0040900" "LMFA02000249"
"32020" "HMDB0040910" "LMPK12140534"
"32044" "HMDB0040934" "LMPK12111615"
"32123" "HMDB0041014" "LMFA06000147"
"32211" "HMDB0041103" "LMFA05000011"
"32220" "HMDB0041113" "LMPK12111015"
"32273" "HMDB0041166" "LMPK12110936"
"32338" "HMDB0041234" "LMPK12140535"
"32360" "HMDB0041256" "LMPK12140478"
"32414" "HMDB0041310" "LMPK12020170"
"32425" "HMDB0041321" "LMPK12140352"
"32427" "HMDB0041323" "LMPK12110909"
"32506" "HMDB0041402" "LMFA11000657"
"32572" "HMDB0041470" "LMPK12112348"
"32582" "HMDB0041480" "LMFA01030290"
"32599" "HMDB0041498" "LMFA05000131"
"32608" "HMDB0041507" "LMPK12020142"
"32690" "HMDB0041590" "LMPR01070275"
"32698" "HMDB0041598" "LMPK12020120"
"32726" "HMDB0041628" "LMPR0102090057"
"32731" "HMDB0041633" "LMPR0102090022"
"32732" "HMDB0041634" "LMPR0102090022"
"32750" "HMDB0041655" "LMPK12050055"
"32843" "HMDB0041758" "LMPK12100004"
"32855" "HMDB0041770" "LMPK12112306"
"32861" "HMDB0041776" "LMPK12100009"
"32974" "HMDB0041925" "LMST02020013"
"32976" "HMDB0041928" "LMST02020028"
"33020" "HMDB0041992" "LMFA01020073"
"33043" "HMDB0042024" "LMPK12050385"
"33067" "HMDB0042061" "LMGL03012616"
"33985" "HMDB0042989" "LMGL03012621"
"33991" "HMDB0042995" "LMGL03012842"
"34157" "HMDB0043169" "LMGL03012813"
"34834" "HMDB0043862" "LMGL03014573"
"34858" "HMDB0043890" "LMGL03012844"
"34981" "HMDB0044030" "LMGL03012815"
"35619" "HMDB0044699" "LMGL03014578"
"35645" "HMDB0044726" "LMGL03014631"
"35668" "HMDB0044753" "LMGL03012849"
"35669" "HMDB0044754" "LMGL03010082"
"35766" "HMDB0044861" "LMGL03012820"
"35793" "HMDB0044888" "LMGL03014656"
"35794" "HMDB0044889" "LMGL03010042"
"36391" "HMDB0045506" "LMGL03014586"
"36416" "HMDB0045532" "LMGL03014639"
"36442" "HMDB0045558" "LMGL03014754"
"36443" "HMDB0045559" "LMGL03010202"
"36467" "HMDB0045584" "LMGL03012857"
"36468" "HMDB0045585" "LMGL03010378"
"36470" "HMDB0045587" "LMGL03010651"
"36474" "HMDB0045592" "LMGL03010717"
"36475" "HMDB0045593" "LMGL03013067"
"36481" "HMDB0045600" "LMGL03010785"
"36482" "HMDB0045601" "LMGL03013105"
"36542" "HMDB0045662" "LMGL03012828"
"36567" "HMDB0045688" "LMGL03014664"
"36568" "HMDB0045689" "LMGL03010113"
"36619" "HMDB0045740" "LMGL03014774"
"36620" "HMDB0045741" "LMGL03010231"
"36622" "HMDB0045743" "LMGL03010428"
"36746" "HMDB0045870" "LMGL03014793"
"36747" "HMDB0045871" "LMGL03010263"
"36749" "HMDB0045873" "LMGL03010478"
"36753" "HMDB0045878" "LMGL03010533"
"36771" "HMDB0045896" "LMGL03014811"
"36772" "HMDB0045897" "LMGL03015830"
"36774" "HMDB0045899" "LMGL03016225"
"36779" "HMDB0045904" "LMGL03016292"
"36780" "HMDB0045905" "LMGL03013049"
"36950" "HMDB0046078" "LMGL03014828"
"36951" "HMDB0046079" "LMGL03010298"
"36953" "HMDB0046081" "LMGL03010532"
"36958" "HMDB0046086" "LMGL03010591"
"36959" "HMDB0046087" "LMGL03016358"
"36966" "HMDB0046094" "LMGL03010653"
"36976" "HMDB0046104" "LMGL03014844"
"36977" "HMDB0046105" "LMGL03015849"
"36979" "HMDB0046107" "LMGL03016244"
"36984" "HMDB0046112" "LMGL03016311"
"36985" "HMDB0046113" "LMGL03016374"
"36992" "HMDB0046120" "LMGL03016510"
"36993" "HMDB0046121" "LMGL03013089"
"37155" "HMDB0046283" "LMGL03014593"
"37180" "HMDB0046308" "LMGL03014646"
"37205" "HMDB0046333" "LMGL03014761"
"37206" "HMDB0046334" "LMGL03010512"
"37230" "HMDB0046358" "LMGL03014893"
"37231" "HMDB0046359" "LMGL03010824"
"37233" "HMDB0046361" "LMGL03011189"
"37238" "HMDB0046366" "LMGL03011265"
"37239" "HMDB0046367" "LMGL03016423"
"37245" "HMDB0046374" "LMGL03011340"
"37246" "HMDB0046375" "LMGL03016589"
"37252" "HMDB0046381" "LMGL03012338"
"37254" "HMDB0046383" "LMGL03012864"
"37255" "HMDB0046384" "LMGL03011333"
"37257" "HMDB0046386" "LMGL03011706"
"37258" "HMDB0046387" "LMGL03012041"
"37262" "HMDB0046391" "LMGL03011777"
"37263" "HMDB0046392" "LMGL03013074"
"37264" "HMDB0046393" "LMGL03012100"
"37265" "HMDB0046394" "LMGL03012155"
"37266" "HMDB0046395" "LMGL03012207"
"37270" "HMDB0046399" "LMGL03011847"
"37271" "HMDB0046400" "LMGL03013112"
"37273" "HMDB0046402" "LMGL03012254"
"37302" "HMDB0046433" "LMGL03012835"
"37326" "HMDB0046458" "LMGL03014671"
"37327" "HMDB0046459" "LMGL03010324"
"37376" "HMDB0046508" "LMGL03014781"
"37377" "HMDB0046509" "LMGL03010569"
"37379" "HMDB0046511" "LMGL03010898"
"37401" "HMDB0046533" "LMGL03014905"
"37402" "HMDB0046534" "LMGL03010893"
"37404" "HMDB0046536" "LMGL03011264"
"37405" "HMDB0046537" "LMGL03011639"
"37409" "HMDB0046541" "LMGL03011339"
"37410" "HMDB0046542" "LMGL03016435"
"37417" "HMDB0046549" "LMGL03011415"
"37418" "HMDB0046550" "LMGL03016601"
"37500" "HMDB0046633" "LMGL03014800"
"37501" "HMDB0046634" "LMGL03010628"
"37503" "HMDB0046636" "LMGL03010969"
"37508" "HMDB0046641" "LMGL03011042"
"37525" "HMDB0046658" "LMGL03014818"
"37526" "HMDB0046659" "LMGL03015837"
"37528" "HMDB0046661" "LMGL03016232"
"37533" "HMDB0046666" "LMGL03016299"
"37534" "HMDB0046667" "LMGL03013056"
"37550" "HMDB0046683" "LMGL03014916"
"37551" "HMDB0046684" "LMGL03010964"
"37553" "HMDB0046686" "LMGL03011338"
"37554" "HMDB0046687" "LMGL03011711"
"37558" "HMDB0046691" "LMGL03011414"
"37559" "HMDB0046692" "LMGL03016446"
"37560" "HMDB0046693" "LMGL03011782"
"37566" "HMDB0046699" "LMGL03011489"
"37567" "HMDB0046700" "LMGL03016612"
"37575" "HMDB0046708" "LMGL03014926"
"37576" "HMDB0046709" "LMGL03011036"
"37578" "HMDB0046711" "LMGL03011413"
"37579" "HMDB0046712" "LMGL03011781"
"37583" "HMDB0046716" "LMGL03011488"
"37584" "HMDB0046717" "LMGL03016456"
"37585" "HMDB0046718" "LMGL03011851"
"37586" "HMDB0046719" "LMGL03011918"
"37591" "HMDB0046724" "LMGL03011563"
"37592" "HMDB0046725" "LMGL03016622"
"37600" "HMDB0046733" "LMGL03014935"
"37601" "HMDB0046734" "LMGL03011110"
"37602" "HMDB0046736" "LMGL03011487"
"37603" "HMDB0046737" "LMGL03011850"
"37607" "HMDB0046741" "LMGL03011562"
"37608" "HMDB0046742" "LMGL03016465"
"37609" "HMDB0046743" "LMGL03011917"
"37610" "HMDB0046744" "LMGL03011982"
"37611" "HMDB0046745" "LMGL03012044"
"37615" "HMDB0046749" "LMGL03011636"
"37616" "HMDB0046750" "LMGL03016631"
"37698" "HMDB0046833" "LMGL03014835"
"37699" "HMDB0046834" "LMGL03010691"
"37701" "HMDB0046836" "LMGL03011041"
"37706" "HMDB0046841" "LMGL03011116"
"37707" "HMDB0046842" "LMGL03016365"
"37714" "HMDB0046849" "LMGL03011191"
"37723" "HMDB0046858" "LMGL03014851"
"37724" "HMDB0046859" "LMGL03015856"
"37726" "HMDB0046861" "LMGL03016251"
"37731" "HMDB0046866" "LMGL03016318"
"37732" "HMDB0046867" "LMGL03016381"
"37739" "HMDB0046874" "LMGL03016517"
"37740" "HMDB0046875" "LMGL03013096"
"37772" "HMDB0046908" "LMGL03014943"
"37773" "HMDB0046909" "LMGL03011184"
"37775" "HMDB0046911" "LMGL03011561"
"37776" "HMDB0046912" "LMGL03011916"
"37779" "HMDB0046916" "LMGL03011635"
"37780" "HMDB0046917" "LMGL03016473"
"37781" "HMDB0046918" "LMGL03011981"
"37782" "HMDB0046919" "LMGL03012043"
"37783" "HMDB0046920" "LMGL03012102"
"37787" "HMDB0046924" "LMGL03011708"
"37788" "HMDB0046925" "LMGL03016639"
"37790" "HMDB0046927" "LMGL03012157"
"38734" "HMDB0047885" "LMGL03012620"
"41079" "HMDB0050380" "LMGL03010788"
"41080" "HMDB0050381" "LMGL03016417"
"41087" "HMDB0050388" "LMGL03010858"
"41088" "HMDB0050389" "LMGL03016583"
"41209" "HMDB0050513" "LMGL03010857"
"41210" "HMDB0050514" "LMGL03013068"
"41216" "HMDB0050521" "LMGL03010929"
"41217" "HMDB0050522" "LMGL03013106"
"41283" "HMDB0050589" "LMGL03010596"
"41301" "HMDB0050608" "LMGL03016293"
"41425" "HMDB0050741" "LMGL03010657"
"41426" "HMDB0050742" "LMGL03016359"
"41432" "HMDB0050749" "LMGL03010722"
"41442" "HMDB0050760" "LMGL03016312"
"41443" "HMDB0050761" "LMGL03016375"
"41450" "HMDB0050768" "LMGL03016511"
"41451" "HMDB0050769" "LMGL03013090"
"42148" "HMDB0051478" "LMGL03011349"
"42154" "HMDB0051506" "LMGL03012300"
"42245" "HMDB0051597" "LMGL03011424"
"42253" "HMDB0051605" "LMGL03011499"
"42277" "HMDB0051629" "LMGL03012438"
"42279" "HMDB0051631" "LMGL03011919"
"42281" "HMDB0051633" "LMGL03012209"
"42282" "HMDB0051634" "LMGL03012256"
"42283" "HMDB0051635" "LMGL03012299"
"42287" "HMDB0051639" "LMGL03011983"
"42290" "HMDB0051642" "LMGL03012339"
"42313" "HMDB0051665" "LMGL03011124"
"42347" "HMDB0051699" "LMGL03011498"
"42349" "HMDB0051701" "LMGL03011858"
"42354" "HMDB0051707" "LMGL03011572"
"42363" "HMDB0051716" "LMGL03011571"
"42365" "HMDB0051718" "LMGL03011924"
"42366" "HMDB0051719" "LMGL03011988"
"42371" "HMDB0051724" "LMGL03011645"
"42380" "HMDB0051733" "LMGL03011644"
"42382" "HMDB0051735" "LMGL03011987"
"42383" "HMDB0051736" "LMGL03012049"
"42384" "HMDB0051737" "LMGL03012107"
"42387" "HMDB0051741" "LMGL03011716"
"42445" "HMDB0051801" "LMGL03011199"
"42453" "HMDB0051809" "LMGL03011275"
"42496" "HMDB0051852" "LMGL03011715"
"42498" "HMDB0051854" "LMGL03012048"
"42499" "HMDB0051855" "LMGL03012106"
"42500" "HMDB0051856" "LMGL03012161"
"42504" "HMDB0051860" "LMGL03011786"
"42507" "HMDB0051863" "LMGL03012212"
"43665" "HMDB0053069" "LMGL03012623"
"43916" "HMDB0053322" "LMGL03010933"
"43917" "HMDB0053323" "LMGL03016584"
"44007" "HMDB0053413" "LMGL03011006"
"44008" "HMDB0053414" "LMGL03016596"
"44079" "HMDB0053485" "LMGL03011390"
"44085" "HMDB0053491" "LMGL03011080"
"44086" "HMDB0053492" "LMGL03013107"
"44163" "HMDB0053569" "LMGL03010794"
"44176" "HMDB0053582" "LMGL03016512"
"44177" "HMDB0053583" "LMGL03013091"
"44298" "HMDB0053706" "LMGL03011011"
"44299" "HMDB0053707" "LMGL03016585"
"44381" "HMDB0053790" "LMGL03011085"
"44382" "HMDB0053791" "LMGL03016597"
"44453" "HMDB0053862" "LMGL03011160"
"44454" "HMDB0053863" "LMGL03016608"
"44460" "HMDB0053869" "LMGL03011621"
"44465" "HMDB0053874" "LMGL03011236"
"44466" "HMDB0053875" "LMGL03013108"
"44525" "HMDB0053934" "LMGL03010869"
"44537" "HMDB0053946" "LMGL03016513"
"44538" "HMDB0053947" "LMGL03013092"
"44646" "HMDB0054060" "LMGL03011091"
"44647" "HMDB0054061" "LMGL03016586"
"44718" "HMDB0054137" "LMGL03011166"
"44719" "HMDB0054138" "LMGL03016598"
"44780" "HMDB0054203" "LMGL03011241"
"44781" "HMDB0054204" "LMGL03016609"
"44791" "HMDB0054214" "LMGL03011317"
"44792" "HMDB0054215" "LMGL03016619"
"44801" "HMDB0054226" "LMGL03013109"
"44843" "HMDB0054269" "LMGL03010946"
"44854" "HMDB0054280" "LMGL03016514"
"44855" "HMDB0054281" "LMGL03013093"
"44957" "HMDB0054384" "LMGL03011593"
"44958" "HMDB0054385" "LMGL03016591"
"44967" "HMDB0054394" "LMGL03012060"
"44968" "HMDB0054395" "LMGL03016654"
"44970" "HMDB0054397" "LMGL03012383"
"45027" "HMDB0054454" "LMGL03011666"
"45028" "HMDB0054455" "LMGL03016603"
"45047" "HMDB0054474" "LMGL03012116"
"45050" "HMDB0054477" "LMGL03012414"
"45087" "HMDB0054514" "LMGL03011737"
"45088" "HMDB0054515" "LMGL03016614"
"45097" "HMDB0054524" "LMGL03011806"
"45098" "HMDB0054525" "LMGL03016624"
"45107" "HMDB0054534" "LMGL03011873"
"45108" "HMDB0054535" "LMGL03016633"
"45114" "HMDB0054541" "LMGL03012559"
"45117" "HMDB0054544" "LMGL03012218"
"45118" "HMDB0054545" "LMGL03013114"
"45120" "HMDB0054547" "LMGL03012467"
"45147" "HMDB0054574" "LMGL03011444"
"45157" "HMDB0054584" "LMGL03016519"
"45158" "HMDB0054585" "LMGL03013098"
"45177" "HMDB0054604" "LMGL03011938"
"45178" "HMDB0054605" "LMGL03016641"
"45180" "HMDB0054607" "LMGL03012311"
"45251" "HMDB0054678" "LMGL03011676"
"45252" "HMDB0054679" "LMGL03016593"
"45260" "HMDB0054687" "LMGL03012126"
"45261" "HMDB0054688" "LMGL03016656"
"45263" "HMDB0054690" "LMGL03012420"
"45314" "HMDB0054741" "LMGL03011748"
"45315" "HMDB0054742" "LMGL03016605"
"45332" "HMDB0054759" "LMGL03012178"
"45335" "HMDB0054762" "LMGL03012448"
"45368" "HMDB0054795" "LMGL03011817"
"45369" "HMDB0054796" "LMGL03016616"
"45377" "HMDB0054804" "LMGL03011885"
"45378" "HMDB0054805" "LMGL03016626"
"45386" "HMDB0054813" "LMGL03011949"
"45387" "HMDB0054814" "LMGL03016635"
"45395" "HMDB0054822" "LMGL03012271"
"45396" "HMDB0054823" "LMGL03016665"
"45398" "HMDB0054825" "LMGL03012494"
"45402" "HMDB0054829" "LMGL03012589"
"45404" "HMDB0054831" "LMGL03012312"
"45405" "HMDB0054832" "LMGL03013116"
"45407" "HMDB0054834" "LMGL03012513"
"45422" "HMDB0054849" "LMGL03011528"
"45431" "HMDB0054858" "LMGL03016521"
"45432" "HMDB0054859" "LMGL03013100"
"45449" "HMDB0054876" "LMGL03012011"
"45450" "HMDB0054877" "LMGL03016643"
"45452" "HMDB0054879" "LMGL03012356"
"45859" "HMDB0055309" "LMGL03010527"
"46042" "HMDB0055501" "LMGL03012624"
"46318" "HMDB0055789" "LMGL03012038"
"46399" "HMDB0055885" "LMGL03012605"
"47083" "HMDB0056580" "LMGP12010006"
"50076" "HMDB0059608" "LMPR0102090005"
"50078" "HMDB0059610" "LMPR0102090065"
"50088" "HMDB0059621" "LMPR0106010010"
"50095" "HMDB0059629" "LMFA01050352"
"50097" "HMDB0059631" "LMPK13090030"
"50098" "HMDB0059632" "LMFA00000008"
"50099" "HMDB0059633" "LMFA02000238"
"50138" "HMDB0059695" "LMPR0103690006"
"50141" "HMDB0059698" "LMPR0103330007"
"50245" "HMDB0059820" "LMFA07010674"
"50255" "HMDB0059830" "LMFA11000003"
"50260" "HMDB0059835" "LMFA06000040"
"50274" "HMDB0059849" "LMPR0103010013"
"50285" "HMDB0059860" "LMFA07010571"
"50296" "HMDB0059871" "LMFA07010633"
"50297" "HMDB0059874" "LMFA11000313"
"50309" "HMDB0059886" "LMFA11000006"
"50310" "HMDB0059887" "LMFA05000133"
"50312" "HMDB0059889" "LMFA05000541"
"50330" "HMDB0059907" "LMFA11000586"
"50332" "HMDB0059909" "LMFA11000571"
"50453" "HMDB0060038" "LMFA01030283"
"50454" "HMDB0060039" "LMFA01030378"
"50456" "HMDB0060041" "LMFA03010060"
"50457" "HMDB0060042" "LMFA03010022"
"50460" "HMDB0060045" "LMFA03010150"
"50469" "HMDB0060054" "LMFA03010034"
"50472" "HMDB0060057" "LMST01020027"
"50474" "HMDB0060059" "LMST01020026"
"50476" "HMDB0060061" "LMSP01050005"
"50498" "HMDB0060089" "LMST02020070"
"50501" "HMDB0060092" "LMPR01090020"
"50507" "HMDB0060102" "LMFA01030001"
"50509" "HMDB0060104" "LMFA03010160"
"50513" "HMDB0060108" "LMPR0104010003"
"50535" "HMDB0060136" "LMST04030168"
"50630" "HMDB0060248" "LMPR02010033"
"50631" "HMDB0060249" "LMPR02010034"
"50633" "HMDB0060251" "LMPR02010032"
"50634" "HMDB0060252" "LMPR02010035"
"50651" "HMDB0060273" "LMFA01100036"
"50660" "HMDB0060285" "LMFA06000254"
"50662" "HMDB0060287" "LMFA06000253"
"50710" "HMDB0060338" "LMPR01090052"
"50728" "HMDB0060356" "LMPR0103010012"
"50742" "HMDB0060370" "LMPR02010036"
"50754" "HMDB0060382" "LMST05020014"
"50797" "HMDB0060425" "LMST04030107"
"50803" "HMDB0060431" "LMPK10000005"
"50852" "HMDB0060482" "LMFA06000089"
"50871" "HMDB0060502" "LMPR02030030"
"50882" "HMDB0060515" "LMFA01090071"
"51008" "HMDB0060652" "LMPK13090031"
"51442" "HMDB0061112" "LMFA01150004"
"51504" "HMDB0061185" "LMFA01170109"
"51762" "HMDB0061645" "LMFA01150003"
"51769" "HMDB0061652" "LMFA01050012"
"51771" "HMDB0061654" "LMFA01050162"
"51772" "HMDB0061655" "LMFA01050172"
"51773" "HMDB0061656" "LMFA01050175"
"51774" "HMDB0061657" "LMFA01050183"
"51775" "HMDB0061658" "LMFA01050188"
"51776" "HMDB0061659" "LMFA01050073"
"51777" "HMDB0061660" "LMFA01050077"
"51778" "HMDB0061661" "LMFA02000127"
"51779" "HMDB0061662" "LMFA02000131"
"51783" "HMDB0061666" "LMPR0104010011"
"51807" "HMDB0061691" "LMGP02050030"
"51822" "HMDB0061706" "LMFA02000130"
"51823" "HMDB0061707" "LMFA01020009"
"51824" "HMDB0061708" "LMFA02000228"
"51828" "HMDB0061712" "LMSP03010003"
"51857" "HMDB0061779" "LMPR0103120002"
"51860" "HMDB0061782" "LMFA11000572"
"51866" "HMDB0061788" "LMPR0102090007"
"51872" "HMDB0061794" "LMPR0102090025"
"51874" "HMDB0061796" "LMPR0102120028"
"51906" "HMDB0061828" "LMFA01020068"
"51912" "HMDB0061834" "LMFA11000329"
"51920" "HMDB0061842" "LMPR0103120001"
"51935" "HMDB0061858" "LMFA07010496"
"51936" "HMDB0061859" "LMFA07010470"
"51939" "HMDB0061862" "LMFA12000051"
"51942" "HMDB0061865" "LMFA11000569"
"51943" "HMDB0061866" "LMFA11000589"
"51944" "HMDB0061867" "LMFA11000576"
"51945" "HMDB0061868" "LMFA11000580"
"51950" "HMDB0061873" "LMFA12000018"
"51958" "HMDB0061881" "LMFA01060010"
"51968" "HMDB0061891" "LMFA06000126"
"51985" "HMDB0061908" "LMFA11000592"
"51992" "HMDB0061915" "LMFA11000604"
"52019" "HMDB0061946" "LMFA07010466"
"52038" "HMDB0062190" "LMGP00000063"
"52043" "HMDB0062195" "LMGP01020046"
"52051" "HMDB0062203" "LMFA01100048"
"52061" "HMDB0062214" "LMFA07050056"
"52062" "HMDB0062215" "LMFA07050036"
"52063" "HMDB0062216" "LMFA07050044"
"52065" "HMDB0062218" "LMFA01030880"
"52066" "HMDB0062219" "LMFA01030405"
"52069" "HMDB0062222" "LMFA03070025"
"52080" "HMDB0062233" "LMFA07050064"
"52081" "HMDB0062234" "LMFA07050043"
"52082" "HMDB0062235" "LMFA07050050"
"52085" "HMDB0062238" "LMFA01030332"
"52086" "HMDB0062239" "LMFA07050060"
"52087" "HMDB0062240" "LMFA07050042"
"52088" "HMDB0062241" "LMFA07050051"
"52089" "HMDB0062242" "LMFA01030068"
"52090" "HMDB0062243" "LMFA01030249"
"52093" "HMDB0062246" "LMFA07050061"
"52094" "HMDB0062247" "LMFA07050047"
"52095" "HMDB0062248" "LMFA01030250"
"52107" "HMDB0062260" "LMFA07050012"
"52108" "HMDB0062261" "LMFA07050032"
"52109" "HMDB0062262" "LMFA07050017"
"52110" "HMDB0062263" "LMFA01100045"
"52128" "HMDB0062281" "LMFA02000115"
"52133" "HMDB0062286" "LMFA03020022"
"52135" "HMDB0062288" "LMFA02000044"
"52137" "HMDB0062290" "LMFA03050012"
"52138" "HMDB0062291" "LMFA03040008"
"52140" "HMDB0062293" "LMFA03070037"
"52143" "HMDB0062296" "LMFA03070009"
"52145" "HMDB0062298" "LMFA03010051"
"52149" "HMDB0062302" "LMFA03060092"
"52151" "HMDB0062304" "LMGP10050029"
"52152" "HMDB0062305" "LMGP10050026"
"52153" "HMDB0062306" "LMGP10050030"
"52156" "HMDB0062309" "LMGP10050024"
"52157" "HMDB0062310" "LMGP10050020"
"52158" "HMDB0062311" "LMGP10050038"
"52159" "HMDB0062312" "LMGP10050013"
"52160" "HMDB0062313" "LMGP10050028"
"52161" "HMDB0062314" "LMGP10050031"
"52162" "HMDB0062315" "LMGP10050018"
"52163" "HMDB0062316" "LMGP10050023"
"52164" "HMDB0062317" "LMGP10050032"
"52165" "HMDB0062318" "LMGP10050036"
"52166" "HMDB0062319" "LMGP10050015"
"52167" "HMDB0062320" "LMGP10050035"
"52168" "HMDB0062321" "LMGP10050007"
"52169" "HMDB0062322" "LMGP10050034"
"52170" "HMDB0062323" "LMGP10050016"
"52171" "HMDB0062324" "LMGP10050037"
"52172" "HMDB0062325" "LMGP10060005"
"52175" "HMDB0062328" "LMST01010057"
"52180" "HMDB0062333" "LMFA08020094"
"52182" "HMDB0062335" "LMFA08020104"
"52183" "HMDB0062336" "LMFA08020092"
"52184" "HMDB0062337" "LMFA08020099"
"52185" "HMDB0062338" "LMFA08020103"
"52186" "HMDB0062339" "LMFA08020091"
"52187" "HMDB0062340" "LMFA08020098"
"52188" "HMDB0062341" "LMFA08020106"
"52189" "HMDB0062342" "LMFA08020093"
"52190" "HMDB0062343" "LMFA08020100"
"52215" "HMDB0062368" "LMFA07050013"
"52216" "HMDB0062369" "LMFA07050077"
"52219" "HMDB0062372" "LMFA07050018"
"52220" "HMDB0062373" "LMFA07050016"
"52225" "HMDB0062378" "LMST01010222"
"52226" "HMDB0062379" "LMST01010223"
"52227" "HMDB0062380" "LMST01010224"
"52228" "HMDB0062381" "LMST01010277"
"52231" "HMDB0062384" "LMST01010227"
"52232" "HMDB0062385" "LMST01010152"
"52233" "HMDB0062386" "LMST01010228"
"52234" "HMDB0062387" "LMST01010229"
"52235" "HMDB0062388" "LMST01010230"
"52236" "HMDB0062389" "LMST01010226"
"52237" "HMDB0062390" "LMST01010232"
"52238" "HMDB0062391" "LMST01010233"
"52239" "HMDB0062392" "LMST01010234"
"52240" "HMDB0062393" "LMST01010236"
"52245" "HMDB0062399" "LMST04030171"
"52246" "HMDB0062400" "LMST04030158"
"52247" "HMDB0062401" "LMST04030170"
"52254" "HMDB0062408" "LMFA03070010"
"52255" "HMDB0062409" "LMFA03060052"
"52260" "HMDB0062414" "LMST01010239"
"52263" "HMDB0062417" "LMST04030023"
"52264" "HMDB0062418" "LMST04030022"
"52265" "HMDB0062419" "LMST04030169"
"52266" "HMDB0062420" "LMST04030156"
"52267" "HMDB0062421" "LMST04030038"
"52278" "HMDB0062432" "LMFA01030377"
"52279" "HMDB0062433" "LMFA03060086"
"52280" "HMDB0062434" "LMFA02000012"
"52282" "HMDB0062436" "LMFA01030084"
"52297" "HMDB0062452" "LMFA01030095"
"52298" "HMDB0062453" "LMST01010001"
"52299" "HMDB0062454" "LMST01020023"
"52300" "HMDB0062455" "LMST01020012"
"52301" "HMDB0062456" "LMST01020025"
"52302" "HMDB0062457" "LMST01020031"
"52303" "HMDB0062458" "LMST01020021"
"52304" "HMDB0062459" "LMST01020010"
"52305" "HMDB0062460" "LMST01020006"
"52306" "HMDB0062461" "LMST01020007"
"52325" "HMDB0062480" "LMFA07050001"
"52332" "HMDB0062487" "LMFA03020002"
"52335" "HMDB0062490" "LMFA07050045"
"52336" "HMDB0062491" "LMFA07050035"
"52338" "HMDB0062494" "LMFA03020006"
"52352" "HMDB0062510" "LMFA07070003"
"52354" "HMDB0062512" "LMFA07050055"
"52356" "HMDB0062514" "LMFA07070005"
"52358" "HMDB0062516" "LMFA07050059"
"52362" "HMDB0062520" "LMPR0104010004"
"52366" "HMDB0062524" "LMFA03010035"
"52373" "HMDB0062531" "LMSP01050001"
"52374" "HMDB0062532" "LMFA07070008"
"52381" "HMDB0062539" "LMFA07050038"
"52391" "HMDB0062549" "LMFA02000120"
"52400" "HMDB0062559" "LMSP03010001"
"52407" "HMDB0062566" "LMFA01050074"
"52425" "HMDB0062584" "LMFA01050390"
"52435" "HMDB0062596" "LMFA01050316"
"52437" "HMDB0062598" "LMFA11000691"
"52441" "HMDB0062602" "LMFA11000312"
"52450" "HMDB0062611" "LMST05020022"
"52451" "HMDB0062612" "LMFA03010067"
"52457" "HMDB0062618" "LMFA03010089"
"52470" "HMDB0062631" "LMFA07070006"
"52471" "HMDB0062632" "LMPR01090051"
"52477" "HMDB0062639" "LMGL03012792"
"52489" "HMDB0062651" "LMGP01050082"
"52490" "HMDB0062652" "LMFA02000151"
"52493" "HMDB0062656" "LMFA08010008"
"52500" "HMDB0062663" "LMFA03010189"
"52502" "HMDB0062665" "LMSP03010004"
"52517" "HMDB0062680" "LMST04010190"
"52523" "HMDB0062686" "LMST03020292"
"52527" "HMDB0062690" "LMGP01010890"
"52546" "HMDB0062710" "LMFA05000213"
"52548" "HMDB0062712" "LMST04030142"
